date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:20:31	7226/7226	---M-Z	200	added ('OK')	text/css	etag:%221c3a-66cbff59-9a1588ef4cbae96e;gz%22	https://html.ditsolution.net/buddy/assets/css/flaticon.css	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/assets/css/flaticon.css	(from https://html.ditsolution.net/buddy/)
17:20:34	153321/153321	---M-Z	200	added ('OK')	text/css	etag:%22256e9-66cbff59-a09fb00d62923deb;gz%22	https://html.ditsolution.net/buddy/assets/css/style.css	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/assets/css/style.css	(from https://html.ditsolution.net/buddy/)
17:20:38	51333/51333	---M-Z	200	added ('OK')	text/css	etag:%22c885-66cbff59-8159959d23b5fa7f;gz%22	https://html.ditsolution.net/buddy/assets/css/responsive.css	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/assets/css/responsive.css	(from https://html.ditsolution.net/buddy/)
17:20:39	923/923	---M-Z	200	added ('OK')	text/css	etag:%2239b-66cbff59-24e30d7cb5ac3ecd;gz%22	https://html.ditsolution.net/buddy/assets/css/coustom-animation.css	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/assets/css/coustom-animation.css	(from https://html.ditsolution.net/buddy/)
17:20:39	3508/3508	---M-Z	200	added ('OK')	text/css	etag:%22db4-66cbff59-a241f38e14238699;gz%22	https://html.ditsolution.net/buddy/assets/css/odometer-theme-default.css	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/assets/css/odometer-theme-default.css	(from https://html.ditsolution.net/buddy/)
17:20:40	1819/1819	---M-Z	200	added ('OK')	text/css	etag:%2271b-66cbff59-e34d676bb94e176c;gz%22	https://html.ditsolution.net/buddy/assets/css/scroll-up.css	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/assets/css/scroll-up.css	(from https://html.ditsolution.net/buddy/)
17:20:41	8636/8636	---M-Z	200	added ('OK')	application/x-javascript	etag:%2221bc-66cbff49-b059bf028f6ddbcb;gz%22	https://html.ditsolution.net/buddy/assets/js/vendor/modernizr-3.5.0.min.js	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/assets/js/vendor/modernizr-3.5.0.min.js	(from https://html.ditsolution.net/buddy/)
17:20:42	47273/47273	---M-Z	200	added ('OK')	text/html	etag:%22b8a9-66cbff44-abab9496ca196eb4;gz%22	https://html.ditsolution.net/buddy/index.html	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/index-2.html	(from https://html.ditsolution.net/buddy/)
17:20:43	2714/2714	---M--	200	added ('OK')	image/png	etag:%22a9a-66cbff49-ed6796dbe50d40fc;;;%22	https://html.ditsolution.net/buddy/assets/images/logo.png	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/assets/images/logo.png	(from https://html.ditsolution.net/buddy/)
17:20:44	44340/44340	---M-Z	200	added ('OK')	text/html	etag:%22ad34-66cbff44-da186ed3dbceabc7;gz%22	https://html.ditsolution.net/buddy/index-2.html	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/index-3.html	(from https://html.ditsolution.net/buddy/)
17:20:45	32835/32835	---M-Z	200	added ('OK')	text/html	etag:%228043-66cbff45-5196baed161ce92;gz%22	https://html.ditsolution.net/buddy/index-3.html	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/index-4.html	(from https://html.ditsolution.net/buddy/)
17:20:46	21122/21122	---M-Z	200	added ('OK')	text/html	etag:%225282-66cbff45-1d454feae92b9a47;gz%22	https://html.ditsolution.net/buddy/service.html	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/service.html	(from https://html.ditsolution.net/buddy/)
17:20:47	22609/22609	---M-Z	200	added ('OK')	text/html	etag:%225851-66cbff45-cd134f80e3b11591;gz%22	https://html.ditsolution.net/buddy/service-details.html	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/service-details.html	(from https://html.ditsolution.net/buddy/)
17:20:48	18893/18893	---M-Z	200	added ('OK')	text/html	etag:%2249cd-66cbff44-659009f01cc66010;gz%22	https://html.ditsolution.net/buddy/about.html	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/about.html	(from https://html.ditsolution.net/buddy/)
17:20:49	18475/18475	---M-Z	200	added ('OK')	text/html	etag:%22482b-66cbff45-f58a9ebbfab27f60;gz%22	https://html.ditsolution.net/buddy/team.html	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/team.html	(from https://html.ditsolution.net/buddy/)
17:20:51	16832/16832	---M-Z	200	added ('OK')	text/html	etag:%2241c0-66cbff44-4fc143b126f8441;gz%22	https://html.ditsolution.net/buddy/history.html	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/history.html	(from https://html.ditsolution.net/buddy/)
17:20:52	18659/18659	---M-Z	200	added ('OK')	text/html	etag:%2248e3-66cbff45-d3616fd39963f13c;gz%22	https://html.ditsolution.net/buddy/pricing.html	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/pricing.html	(from https://html.ditsolution.net/buddy/)
17:20:52	14765/14765	---M-Z	200	added ('OK')	text/html	etag:%2239ad-66cbff44-b83a56774bb0742e;gz%22	https://html.ditsolution.net/buddy/faq.html	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/faq.html	(from https://html.ditsolution.net/buddy/)
17:20:53	13048/13048	---M-Z	200	added ('OK')	text/html	etag:%2232f8-66cbff44-79e030a03158c9b7;gz%22	https://html.ditsolution.net/buddy/404.html	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/404.html	(from https://html.ditsolution.net/buddy/)
17:20:55	15673/15673	---M-Z	200	added ('OK')	text/html	etag:%223d39-66cbff44-cef0e95a48f8eac1;gz%22	https://html.ditsolution.net/buddy/contact.html	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/contact.html	(from https://html.ditsolution.net/buddy/)
17:20:56	17527/17527	---M-Z	200	added ('OK')	text/html	etag:%224477-66cbff44-70ae2aae8517ebab;gz%22	https://html.ditsolution.net/buddy/portfolio.html	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/portfolio.html	(from https://html.ditsolution.net/buddy/)
17:20:59	17873/17873	---M-Z	200	added ('OK')	text/html	etag:%2245d1-66cbff45-14906ca15accc2ea;gz%22	https://html.ditsolution.net/buddy/portfolio-details.html	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/portfolio-details.html	(from https://html.ditsolution.net/buddy/)
17:21:01	19501/19501	---M-Z	200	added ('OK')	text/html	etag:%224c2d-66cbff45-4f4cd88d7213ebb8;gz%22	https://html.ditsolution.net/buddy/shop.html	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/shop.html	(from https://html.ditsolution.net/buddy/)
17:21:01	26237/26237	---M-Z	200	added ('OK')	text/html	etag:%22667d-66cbff45-2d0d85d7dbaec2a;gz%22	https://html.ditsolution.net/buddy/shop-details.html	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/shop-details.html	(from https://html.ditsolution.net/buddy/)
17:21:02	20549/20549	---M-Z	200	added ('OK')	text/html	etag:%225045-66cbff44-57b70ec0e0bada;gz%22	https://html.ditsolution.net/buddy/blog-grid.html	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/blog-grid.html	(from https://html.ditsolution.net/buddy/)
17:21:03	21930/21930	---M-Z	200	added ('OK')	text/html	etag:%2255aa-66cbff44-7990f1f9c9f69de1;gz%22	https://html.ditsolution.net/buddy/blog-details.html	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/blog-details.html	(from https://html.ditsolution.net/buddy/)
17:21:05	275/275	---M--	200	added ('OK')	image/png	etag:%22113-66cbff52-d8a3424eec5554ee;;;%22	https://html.ditsolution.net/buddy/assets/images/home_one/shape.png	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/assets/images/home_one/shape.png	(from https://html.ditsolution.net/buddy/)
17:21:06	3179/3179	---M--	200	added ('OK')	image/png	etag:%22c6b-66cbff49-83527195e73c0322;;;%22	https://html.ditsolution.net/buddy/assets/images/logo2.png	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/assets/images/logo2.png	(from https://html.ditsolution.net/buddy/)
17:21:10	55962/55962	---M--	200	added ('OK')	image/png	etag:%22da9a-66cbff4d-d1acc0c42c4c3fe0;;;%22	https://html.ditsolution.net/buddy/assets/images/inner-img/team4.png	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/assets/images/inner-img/team4.png	(from https://html.ditsolution.net/buddy/)
17:21:13	58089/58089	---M--	200	added ('OK')	image/png	etag:%22e2e9-66cbff4d-b9cc143a74b08503;;;%22	https://html.ditsolution.net/buddy/assets/images/inner-img/team1.png	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/assets/images/inner-img/team1.png	(from https://html.ditsolution.net/buddy/)
17:21:14	59005/59005	---M--	200	added ('OK')	image/png	etag:%22e67d-66cbff4d-aadbee9b0bfb05ee;;;%22	https://html.ditsolution.net/buddy/assets/images/inner-img/team2.png	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/assets/images/inner-img/team2.png	(from https://html.ditsolution.net/buddy/)
17:21:14	54289/54289	---M--	200	added ('OK')	image/png	etag:%22d411-66cbff4d-5efa6eaf9b4546f1;;;%22	https://html.ditsolution.net/buddy/assets/images/inner-img/team3.png	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/assets/images/inner-img/team3.png	(from https://html.ditsolution.net/buddy/)
17:21:15	31017/31017	---M--	200	added ('OK')	image/png	etag:%227929-66cbff4b-ffbf78f11725562e;;;%22	https://html.ditsolution.net/buddy/assets/images/inner-img/galary1.png	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/assets/images/inner-img/galary1.png	(from https://html.ditsolution.net/buddy/)
17:21:16	26611/26611	---M--	200	added ('OK')	image/png	etag:%2267f3-66cbff4b-2419f5641731e8f0;;;%22	https://html.ditsolution.net/buddy/assets/images/inner-img/galary2.png	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/assets/images/inner-img/galary2.png	(from https://html.ditsolution.net/buddy/)
17:21:17	33991/33991	---M--	200	added ('OK')	image/png	etag:%2284c7-66cbff4b-60e2f2c3205d93ff;;;%22	https://html.ditsolution.net/buddy/assets/images/inner-img/galary3.png	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/assets/images/inner-img/galary3.png	(from https://html.ditsolution.net/buddy/)
17:21:18	38338/38338	---M--	200	added ('OK')	image/png	etag:%2295c2-66cbff4b-2e414d985c8c0b95;;;%22	https://html.ditsolution.net/buddy/assets/images/inner-img/galary4.png	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/assets/images/inner-img/galary4.png	(from https://html.ditsolution.net/buddy/)
17:21:19	13551/13551	---M-Z	200	added ('OK')	text/html	etag:%2234ef-66cbff44-75c15649a0a73f14;gz%22	https://html.ditsolution.net/buddy/cart.html	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/cart.html	(from https://html.ditsolution.net/buddy/)
17:21:20	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63c84b7a-3f106da40eb297f2;gz%22	https://html.ditsolution.net/buddy/checkout.html	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/checkout.html	(from https://html.ditsolution.net/buddy/)
17:21:21	2818/2818	---M--	200	added ('OK')	image/png	etag:%22b02-66cbff50-3ae5a916de960384;;;%22	https://html.ditsolution.net/buddy/assets/images/home_one/auothor1.png	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/assets/images/home_one/auothor1.png	(from https://html.ditsolution.net/buddy/)
17:21:25	3151/3151	---M--	200	added ('OK')	image/png	etag:%22c4f-66cbff50-38da95713061617b;;;%22	https://html.ditsolution.net/buddy/assets/images/home_one/auothor2.png	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/assets/images/home_one/auothor2.png	(from https://html.ditsolution.net/buddy/)
17:21:26	3259/3259	---M--	200	added ('OK')	image/png	etag:%22cbb-66cbff50-78fa51183c23a6b9;;;%22	https://html.ditsolution.net/buddy/assets/images/home_one/auothor3.png	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/assets/images/home_one/auothor3.png	(from https://html.ditsolution.net/buddy/)
17:21:26	2609/2609	---M--	200	added ('OK')	image/png	etag:%22a31-66cbff50-73cb0b8869075ff0;;;%22	https://html.ditsolution.net/buddy/assets/images/home_one/auothor4.png	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/assets/images/home_one/auothor4.png	(from https://html.ditsolution.net/buddy/)
17:21:27	760/760	---M--	200	added ('OK')	image/png	etag:%222f8-66cbff52-905d2f226d2a2056;;;%22	https://html.ditsolution.net/buddy/assets/images/home_one/feature-icon01.png	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/assets/images/home_one/feature-icon01.png	(from https://html.ditsolution.net/buddy/)
17:21:28	935/935	---M--	200	added ('OK')	image/png	etag:%223a7-66cbff52-e8e4e74917458633;;;%22	https://html.ditsolution.net/buddy/assets/images/home_one/feature-icon02.png	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/assets/images/home_one/feature-icon02.png	(from https://html.ditsolution.net/buddy/)
17:21:29	731/731	---M--	200	added ('OK')	image/png	etag:%222db-66cbff52-238f35678a466316;;;%22	https://html.ditsolution.net/buddy/assets/images/home_one/feature-icon04.png	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/assets/images/home_one/feature-icon04.png	(from https://html.ditsolution.net/buddy/)
17:21:30	859/859	---M--	200	added ('OK')	image/png	etag:%2235b-66cbff52-dd34311ae3c00b4f;;;%22	https://html.ditsolution.net/buddy/assets/images/home_one/feature-icon03.png	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/assets/images/home_one/feature-icon03.png	(from https://html.ditsolution.net/buddy/)
17:21:34	123585/123585	---M--	200	added ('OK')	image/png	etag:%221e2c1-66cbff50-77aa91e4f083c7c4;;;%22	https://html.ditsolution.net/buddy/assets/images/home_one/About-img.png	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/assets/images/home_one/About-img.png	(from https://html.ditsolution.net/buddy/)
17:21:35	1225/1225	---M--	200	added ('OK')	image/png	etag:%224c9-66cbff52-6b124ae5f2f77898;;;%22	https://html.ditsolution.net/buddy/assets/images/home_one/egg.png	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/assets/images/home_one/egg.png	(from https://html.ditsolution.net/buddy/)
17:21:35	51062/51062	---M--	200	added ('OK')	image/png	etag:%22c776-66cbff52-be77fcc31346fa98;;;%22	https://html.ditsolution.net/buddy/assets/images/home_one/service01.png	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/assets/images/home_one/service01.png	(from https://html.ditsolution.net/buddy/)
17:21:37	52711/52711	---M--	200	added ('OK')	image/png	etag:%22cde7-66cbff52-52309c97957bdaa;;;%22	https://html.ditsolution.net/buddy/assets/images/home_one/service02.png	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/assets/images/home_one/service02.png	(from https://html.ditsolution.net/buddy/)
17:21:40	48384/48384	---M--	200	added ('OK')	image/png	etag:%22bd00-66cbff52-ae2e74565a93725a;;;%22	https://html.ditsolution.net/buddy/assets/images/home_one/service03.png	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/assets/images/home_one/service03.png	(from https://html.ditsolution.net/buddy/)
17:21:41	1121/1121	---M--	200	added ('OK')	image/png	etag:%22461-66cbff51-4894b8003cea8c3f;;;%22	https://html.ditsolution.net/buddy/assets/images/home_one/business_icon1.png	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/assets/images/home_one/business_icon1.png	(from https://html.ditsolution.net/buddy/)
17:21:44	936/936	---M--	200	added ('OK')	image/png	etag:%223a8-66cbff51-a0a80587f3f74198;;;%22	https://html.ditsolution.net/buddy/assets/images/home_one/business_icon2.png	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/assets/images/home_one/business_icon2.png	(from https://html.ditsolution.net/buddy/)
17:21:46	949/949	---M--	200	added ('OK')	image/png	etag:%223b5-66cbff51-ffe366dd5dd0ec69;;;%22	https://html.ditsolution.net/buddy/assets/images/home_one/business_icon3.png	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/assets/images/home_one/business_icon3.png	(from https://html.ditsolution.net/buddy/)
17:21:47	28718/28718	---M--	200	added ('OK')	image/png	etag:%22702e-66cbff52-8d0e1e4cac46af8c;;;%22	https://html.ditsolution.net/buddy/assets/images/home_one/chicken2.png	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/assets/images/home_one/chicken2.png	(from https://html.ditsolution.net/buddy/)
17:21:47	1023/1023	---M--	200	added ('OK')	image/png	etag:%223ff-66cbff51-ab9b1dd5e16e4908;;;%22	https://html.ditsolution.net/buddy/assets/images/home_one/business_icon4.png	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/assets/images/home_one/business_icon4.png	(from https://html.ditsolution.net/buddy/)
17:21:50	1074/1074	---M--	200	added ('OK')	image/png	etag:%22432-66cbff51-54983c491a6fbd34;;;%22	https://html.ditsolution.net/buddy/assets/images/home_one/business_icon5.png	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/assets/images/home_one/business_icon5.png	(from https://html.ditsolution.net/buddy/)
17:21:50	790/790	---M--	200	added ('OK')	image/png	etag:%22316-66cbff51-82128f816e1eddda;;;%22	https://html.ditsolution.net/buddy/assets/images/home_one/business_icon6.png	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/assets/images/home_one/business_icon6.png	(from https://html.ditsolution.net/buddy/)
17:21:52	101295/101295	---M--	200	added ('OK')	image/png	etag:%2218baf-66cbff51-fca6861309e6f86d;;;%22	https://html.ditsolution.net/buddy/assets/images/home_one/case1.png	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/assets/images/home_one/case1.png	(from https://html.ditsolution.net/buddy/)
17:21:54	74738/74738	---M--	200	added ('OK')	image/png	etag:%22123f2-66cbff52-bdee87f9414c91a5;;;%22	https://html.ditsolution.net/buddy/assets/images/home_one/case2.png	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/assets/images/home_one/case2.png	(from https://html.ditsolution.net/buddy/)
17:21:55	139808/139808	---M--	200	added ('OK')	image/png	etag:%2222220-66cbff52-edd525745c99d8a7;;;%22	https://html.ditsolution.net/buddy/assets/images/home_one/case3.png	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/assets/images/home_one/case3.png	(from https://html.ditsolution.net/buddy/)
17:21:55	119870/119870	---M--	200	added ('OK')	image/png	etag:%221d43e-66cbff52-5c26741cb5a68046;;;%22	https://html.ditsolution.net/buddy/assets/images/home_one/case4.png	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/assets/images/home_one/case4.png	(from https://html.ditsolution.net/buddy/)
17:21:56	5477/5477	---M--	200	added ('OK')	image/png	etag:%221565-66cbff52-52e2dc9ccd4f38af;;;%22	https://html.ditsolution.net/buddy/assets/images/home_one/testi_aouthor1.png	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/assets/images/home_one/testi_aouthor1.png	(from https://html.ditsolution.net/buddy/)
17:21:57	760/760	---M--	200	added ('OK')	image/png	etag:%222f8-66cbff53-ce83ed337bc38a2e;;;%22	https://html.ditsolution.net/buddy/assets/images/home_one/testi_arrow.png	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/assets/images/home_one/testi_arrow.png	(from https://html.ditsolution.net/buddy/)
17:21:58	5598/5598	---M--	200	added ('OK')	image/png	etag:%2215de-66cbff53-997af5b9cd028ba9;;;%22	https://html.ditsolution.net/buddy/assets/images/home_one/testi_aouthor2.png	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/assets/images/home_one/testi_aouthor2.png	(from https://html.ditsolution.net/buddy/)
17:22:00	6190/6190	---M--	200	added ('OK')	image/png	etag:%22182e-66cbff53-af2d441dee69c73d;;;%22	https://html.ditsolution.net/buddy/assets/images/home_one/testi_aouthor3.png	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/assets/images/home_one/testi_aouthor3.png	(from https://html.ditsolution.net/buddy/)
17:22:01	3198/3198	---M--	200	added ('OK')	image/png	etag:%22c7e-66cbff51-76300b627de486be;;;%22	https://html.ditsolution.net/buddy/assets/images/home_one/brand1.png	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/assets/images/home_one/brand1.png	(from https://html.ditsolution.net/buddy/)
17:22:04	1864/1864	---M--	200	added ('OK')	image/png	etag:%22748-66cbff51-11061174def022fc;;;%22	https://html.ditsolution.net/buddy/assets/images/home_one/brand2.png	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/assets/images/home_one/brand2.png	(from https://html.ditsolution.net/buddy/)
17:22:05	2652/2652	---M--	200	added ('OK')	image/png	etag:%22a5c-66cbff51-ba089b86b72a173c;;;%22	https://html.ditsolution.net/buddy/assets/images/home_one/brand3.png	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/assets/images/home_one/brand3.png	(from https://html.ditsolution.net/buddy/)
17:22:05	3632/3632	---M--	200	added ('OK')	image/png	etag:%22e30-66cbff51-f6f4734c0b8a978b;;;%22	https://html.ditsolution.net/buddy/assets/images/home_one/brand4.png	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/assets/images/home_one/brand4.png	(from https://html.ditsolution.net/buddy/)
17:22:07	71136/71136	---M--	200	added ('OK')	image/png	etag:%22115e0-66cbff50-f09446016536effa;;;%22	https://html.ditsolution.net/buddy/assets/images/home_one/blog1.png	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/assets/images/home_one/blog1.png	(from https://html.ditsolution.net/buddy/)
17:22:08	69977/69977	---M--	200	added ('OK')	image/png	etag:%2211159-66cbff50-4c022442b47bc031;;;%22	https://html.ditsolution.net/buddy/assets/images/home_one/blog2.png	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/assets/images/home_one/blog2.png	(from https://html.ditsolution.net/buddy/)
17:22:08	90187/90187	---M--	200	added ('OK')	image/png	etag:%221604b-66cbff50-b3a7585e3f03ca92;;;%22	https://html.ditsolution.net/buddy/assets/images/home_one/blog3.png	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/assets/images/home_one/blog3.png	(from https://html.ditsolution.net/buddy/)
17:22:09	89942/89942	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215f56-66cbff49-13d65bef5dc2aa4;gz%22	https://html.ditsolution.net/buddy/assets/js/vendor/jquery-3.6.2.min.js	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/assets/js/vendor/jquery-3.6.2.min.js	(from https://html.ditsolution.net/buddy/)
17:22:11	20498/20498	---M-Z	200	added ('OK')	application/x-javascript	etag:%225012-66cbff49-73ad1515e9e60a92;gz%22	https://html.ditsolution.net/buddy/assets/js/popper.min.js	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/assets/js/popper.min.js	(from https://html.ditsolution.net/buddy/)
17:22:13	60089/60089	---M-Z	200	added ('OK')	application/x-javascript	etag:%22eab9-66cbff48-6ab2ce16f1cb2555;gz%22	https://html.ditsolution.net/buddy/assets/js/bootstrap.min.js	/Users/eniyan/websites/wurafarms/html.ditsolution.net/buddy/assets/js/bootstrap.min.js	(from https://html.ditsolution.net/buddy/)
